episode_i,targets_Qvalue,time-step,episode_reward,train/loss,policy_loss,value_loss,entropy
3,23,10,,,,,
3,22.67,11,,,,,
3,22.84,12,,,,,
3,22.39,13,,,,,
3,22.06,14,,,,,
3,22.85,15,,,,,
3,23,16,,,,,
3,20.98,17,,,,,
3,23,18,,,,,
3,21.13,19,,,,,
3,23,20,,,,,
3,22.89,21,,,,,
3,21.73,22,,,,,
3,21.52,23,,,,,
3,21.53,24,,,,,
3,22.73,25,,,,,
3,22.96,26,,,,,
3,22.04,27,,,,,
3,22.16,28,,,,,
3,22.71,29,,,,,
3,21.09,30,,,,,
3,22.78,31,,,,,
3,22.07,32,,,,,
3,21.76,33,,,,,
3,22.5,34,,,,,
3,,35,-3.09,0.15,,,
4,22.49,0,,,,,
4,22.13,1,,,,,
4,22.56,2,,,,,
4,22.85,3,,,,,
4,21.95,4,,,,,
4,22.82,5,,,,,
4,22.71,6,,,,,
4,22.98,7,,,,,
4,22.03,8,,,,,
4,22.86,9,,,,,
4,22.58,10,,,,,
4,21.13,11,,,,,
4,21.83,12,,,,,
4,22.37,13,,,,,
4,22.75,14,,,,,
4,22.76,15,,,,,
4,22.51,16,,,,,
4,23,17,,,,,
4,22.72,18,,,,,
4,22.96,19,,,,,
4,21.79,20,,,,,
4,22.91,21,,,,,
4,22.6,22,,,,,
4,21.37,23,,,,,
4,22.29,24,,,,,
4,22.12,25,,,,,
4,22.89,26,,,,,
4,22.68,27,,,,,
4,22.38,28,,,,,
4,22.72,29,,,,,
4,22.12,30,,,,,
4,22.87,31,,,,,
4,21.92,32,,,,,
4,22.93,33,,,,,
4,22.89,34,,,,,
4,22.48,35,,,,,
4,21.81,36,,,,,
4,22.48,37,,,,,
4,21.04,38,,,,,
4,22.06,39,,,,,
4,21.75,40,,,,,
4,22.4,41,,,,,
4,,42,4.77,0.02,,,
5,22.09,0,,,,,
5,23.01,1,,,,,
5,22.5,2,,,,,
5,22.9,3,,,,,
5,23.18,4,,,,,
5,22.34,5,,,,,
5,20.87,6,,,,,
5,22.76,7,,,,,
5,21.91,8,,,,,
5,23.01,9,,,,,
5,22.07,10,,,,,
5,22.84,11,,,,,
5,22.2,12,,,,,
5,21.81,13,,,,,
5,22.58,14,,,,,
5,22.51,15,,,,,
5,21.8,16,,,,,
5,22.24,17,,,,,
5,22.27,18,,,,,
5,19.82,19,,,,,
5,21.74,20,,,,,
5,22.48,21,,,,,
5,19.82,22,,,,,
5,22.07,23,,,,,
5,22.49,24,,,,,
5,21.84,25,,,,,
5,20.92,26,,,,,
5,22.88,27,,,,,
5,22.3,28,,,,,
5,20.37,29,,,,,
5,22.8,30,,,,,
5,23.5,31,,,,,
5,21.32,32,,,,,
5,22.21,33,,,,,
5,22.39,34,,,,,
5,23.14,35,,,,,
5,19.84,36,,,,,
5,22.48,37,,,,,
5,22.82,38,,,,,
5,19.45,39,,,,,
5,22.4,40,,,,,
5,21.14,41,,,,,
5,21.79,42,,,,,
5,22.82,43,,,,,
5,,44,-3.08,0.09,,,
6,22.69,0,,,,,
6,21.8,1,,,,,
6,21.82,2,,,,,
6,22.62,3,,,,,
6,22.4,4,,,,,
6,22.49,5,,,,,
6,21.06,6,,,,,
6,22.53,7,,,,,
6,21.15,8,,,,,
6,23.2,9,,,,,
6,21.83,10,,,,,
6,22.7,11,,,,,
6,21.9,12,,,,,
6,22.97,13,,,,,
6,21.78,14,,,,,
6,22.58,15,,,,,
6,21.49,16,,,,,
6,23.1,17,,,,,
6,21.71,18,,,,,
6,22.07,19,,,,,
6,21.63,20,,,,,
6,22.38,21,,,,,
6,23.05,22,,,,,
6,22.74,23,,,,,
6,21.82,24,,,,,
6,19.88,25,,,,,
6,22.87,26,,,,,
6,22.45,27,,,,,
6,23.35,28,,,,,
6,22.61,29,,,,,
6,23.15,30,,,,,
6,22.38,31,,,,,
6,22.28,32,,,,,
6,22.38,33,,,,,
6,23.05,34,,,,,
6,22.64,35,,,,,
6,22.38,36,,,,,
6,22.68,37,,,,,
6,24.75,38,,,,,
6,,39,4.65,0.04,,,
7,24.14,0,,,,,
7,24.89,1,,,,,
7,22.37,2,,,,,
7,23.57,3,,,,,
7,24.97,4,,,,,
7,24.67,5,,,,,
7,25.22,6,,,,,
7,24.84,7,,,,,
7,24.89,8,,,,,
7,22.97,9,,,,,
7,24.96,10,,,,,
7,23.02,11,,,,,
7,24.54,12,,,,,
7,24.86,13,,,,,
7,23.54,14,,,,,
7,23.98,15,,,,,
7,21.43,16,,,,,
7,23.71,17,,,,,
7,23.05,18,,,,,
7,24.71,19,,,,,
7,23.99,20,,,,,
7,23.51,21,,,,,
7,23.2,22,,,,,
7,24.76,23,,,,,
7,24.76,24,,,,,
7,23.41,25,,,,,
7,24.4,26,,,,,
7,23.6,27,,,,,
7,24.65,28,,,,,
7,24.83,29,,,,,
7,24.74,30,,,,,
7,24.38,31,,,,,
7,24.04,32,,,,,
7,24.76,33,,,,,
7,22.86,34,,,,,
7,25.31,35,,,,,
7,25.02,36,,,,,
7,25.29,37,,,,,
7,23.13,38,,,,,
7,24.06,39,,,,,
7,24.51,40,,,,,
7,23.67,41,,,,,
7,24.96,42,,,,,
7,,43,-1.12,0.18,,,
8,24.94,0,,,,,
8,24.86,1,,,,,
8,24.77,2,,,,,
8,24.94,3,,,,,
8,25.02,4,,,,,
8,23.52,5,,,,,
8,24.92,6,,,,,
8,23.64,7,,,,,
8,23.42,8,,,,,
8,24.83,9,,,,,
8,24.38,10,,,,,
8,24.56,11,,,,,
8,24.59,12,,,,,
8,24.84,13,,,,,
8,23.04,14,,,,,
8,25.04,15,,,,,
8,24.89,16,,,,,
8,24.93,17,,,,,
8,24.92,18,,,,,
8,24.7,19,,,,,
8,23.86,20,,,,,
8,23.6,21,,,,,
8,24.42,22,,,,,
8,24.58,23,,,,,
8,24.5,24,,,,,
8,24.1,25,,,,,
8,23.79,26,,,,,
8,24.3,27,,,,,
8,24.99,28,,,,,
8,24.53,29,,,,,
8,22.84,30,,,,,
8,22.89,31,,,,,
8,24.16,32,,,,,
8,24.13,33,,,,,
8,25.24,34,,,,,
8,24.73,35,,,,,
8,,36,4.66,0.09,,,
9,24.64,0,,,,,
9,24.64,1,,,,,
9,23.92,2,,,,,
9,25.23,3,,,,,
9,24.13,4,,,,,
9,25.12,5,,,,,
9,24.16,6,,,,,
9,23.92,7,,,,,
9,23.91,8,,,,,
9,24.18,9,,,,,
9,24.96,10,,,,,
9,24.45,11,,,,,
9,23.98,12,,,,,
9,24.78,13,,,,,
9,23.99,14,,,,,
9,23.03,15,,,,,
9,24.92,16,,,,,
9,22.75,17,,,,,
9,23.45,18,,,,,
9,24.77,19,,,,,
9,24.23,20,,,,,
9,24.16,21,,,,,
9,23.89,22,,,,,
9,24.04,23,,,,,
9,23.78,24,,,,,
9,24.39,25,,,,,
9,23.23,26,,,,,
9,23.57,27,,,,,
9,25.03,28,,,,,
9,24.16,29,,,,,
9,23.5,30,,,,,
9,25.03,31,,,,,
9,23.66,32,,,,,
9,24.77,33,,,,,
9,25.07,34,,,,,
9,23.66,35,,,,,
9,24.6,36,,,,,
9,23.51,37,,,,,
9,24.4,38,,,,,
9,23.71,39,,,,,
9,21.35,40,,,,,
9,24.86,41,,,,,
9,,42,-9.49,0.18,,,
10,24.02,0,,,,,
10,23.87,1,,,,,
10,24.9,2,,,,,
10,25.19,3,,,,,
10,22.68,4,,,,,
10,23.9,5,,,,,
10,22.45,6,,,,,
10,24.79,7,,,,,
10,25.04,8,,,,,
10,24.93,9,,,,,
10,24.66,10,,,,,
10,25.29,11,,,,,
10,25.4,12,,,,,
10,23.72,13,,,,,
10,24.05,14,,,,,
10,24.46,15,,,,,
10,23,16,,,,,
10,23.59,17,,,,,
10,25.03,18,,,,,
10,24.18,19,,,,,
10,22.99,20,,,,,
10,22.2,21,,,,,
10,23.35,22,,,,,
10,23.61,23,,,,,
10,24.47,24,,,,,
10,24.23,25,,,,,
10,25.26,26,,,,,
10,24.06,27,,,,,
10,24.7,28,,,,,
10,23.99,29,,,,,
10,24.88,30,,,,,
10,24.19,31,,,,,
10,24.32,32,,,,,
10,24.68,33,,,,,
10,24.41,34,,,,,
10,22.49,35,,,,,
10,21.93,36,,,,,
10,24.49,37,,,,,
10,25.1,38,,,,,
10,25.4,39,,,,,
10,24.98,40,,,,,
10,24.05,41,,,,,
10,23.45,42,,,,,
10,,43,4.95,-0.01,,,
11,24.11,0,,,,,
11,25.06,1,,,,,
11,25.05,2,,,,,
11,23.73,3,,,,,
11,24.36,4,,,,,
11,24.29,5,,,,,
11,24.38,6,,,,,
11,24.65,7,,,,,
11,22.9,8,,,,,
11,24.58,9,,,,,
11,24.85,10,,,,,
11,24.78,11,,,,,
11,24.76,12,,,,,
11,24.32,13,,,,,
11,23.8,14,,,,,
11,25.22,15,,,,,
11,24.86,16,,,,,
11,24.94,17,,,,,
11,24.3,18,,,,,
11,24.77,19,,,,,
11,25.19,20,,,,,
11,24.08,21,,,,,
11,24.52,22,,,,,
11,25.3,23,,,,,
11,21.82,24,,,,,
11,23.02,25,,,,,
11,24.17,26,,,,,
11,24.79,27,,,,,
11,24.49,28,,,,,
11,24.2,29,,,,,
11,23.57,30,,,,,
11,23.1,31,,,,,
11,22.82,32,,,,,
11,25.27,33,,,,,
11,24.71,34,,,,,
11,23.93,35,,,,,
11,24.49,36,,,,,
11,24.51,37,,,,,
11,23.82,38,,,,,
11,24.01,39,,,,,
11,23.62,40,,,,,
11,22.56,41,,,,,
11,,42,-2.47,-0.03,,,
12,24.56,0,,,,,
12,22.65,1,,,,,
12,24.67,2,,,,,
12,23.95,3,,,,,
12,22.45,4,,,,,
12,24.17,5,,,,,
12,25.01,6,,,,,
12,24.49,7,,,,,
12,23.85,8,,,,,
12,25.06,9,,,,,
12,25.05,10,,,,,
12,24.82,11,,,,,
12,24.04,12,,,,,
12,24.85,13,,,,,
12,24.49,14,,,,,
12,25.02,15,,,,,
12,23.86,16,,,,,
12,25.37,17,,,,,
12,22.92,18,,,,,
12,22.92,19,,,,,
12,24.36,20,,,,,
12,24.54,21,,,,,
12,24.14,22,,,,,
12,24.58,23,,,,,
12,25.16,24,,,,,
12,24.37,25,,,,,
12,23.9,26,,,,,
12,24.45,27,,,,,
12,24.65,28,,,,,
12,25.01,29,,,,,
12,23.57,30,,,,,
12,24.05,31,,,,,
12,24.99,32,,,,,
12,23.1,33,,,,,
12,24.78,34,,,,,
12,24.52,35,,,,,
12,22.15,36,,,,,
12,24.52,37,,,,,
12,23.96,38,,,,,
12,,39,-6.58,-0.05,,,
13,24.91,0,,,,,
13,24.44,1,,,,,
13,24.47,2,,,,,
13,24.86,3,,,,,
13,23.01,4,,,,,
13,22.97,5,,,,,
13,24.96,6,,,,,
13,21.35,7,,,,,
13,24.99,8,,,,,
13,24.65,9,,,,,
13,22.99,10,,,,,
13,24.07,11,,,,,
13,25.04,12,,,,,
13,24.26,13,,,,,
13,24.75,14,,,,,
13,24.16,15,,,,,
13,24.09,16,,,,,
13,24.28,17,,,,,
13,24.12,18,,,,,
13,24.4,19,,,,,
13,23.93,20,,,,,
13,24.45,21,,,,,
13,23.13,22,,,,,
13,24.86,23,,,,,
13,23.68,24,,,,,
13,25.17,25,,,,,
13,24.44,26,,,,,
13,23.57,27,,,,,
13,24.32,28,,,,,
13,21.56,29,,,,,
13,25.04,30,,,,,
13,25.15,31,,,,,
13,24.33,32,,,,,
13,24.11,33,,,,,
13,24.08,34,,,,,
13,24.57,35,,,,,
13,22.7,36,,,,,
13,24.67,37,,,,,
13,24.79,38,,,,,
13,,39,3.49,0,,,
14,23.63,0,,,,,
14,25.17,1,,,,,
14,22.97,2,,,,,
14,24.83,3,,,,,
14,22.95,4,,,,,
14,24.89,5,,,,,
14,23.37,6,,,,,
14,24.33,7,,,,,
14,24.02,8,,,,,
14,24.54,9,,,,,
14,21.38,10,,,,,
14,24.19,11,,,,,
14,24.76,12,,,,,
14,24.56,13,,,,,
14,21.84,14,,,,,
14,24.46,15,,,,,
14,24.73,16,,,,,
14,23.66,17,,,,,
14,19.99,18,,,,,
14,24.75,19,,,,,
14,24.81,20,,,,,
14,24.77,21,,,,,
14,24.01,22,,,,,
14,24.82,23,,,,,
14,22.86,24,,,,,
14,22.76,25,,,,,
14,23.28,26,,,,,
14,25.05,27,,,,,
14,24.95,28,,,,,
14,24.46,29,,,,,
14,23.24,30,,,,,
14,25.19,31,,,,,
14,24.84,32,,,,,
14,25.04,33,,,,,
14,23.17,34,,,,,
14,24.61,35,,,,,
14,24.06,36,,,,,
14,,37,-7.46,0.03,,,
15,24.58,0,,,,,
15,24.78,1,,,,,
15,24.43,2,,,,,
15,24.87,3,,,,,
15,24.36,4,,,,,
15,25.46,5,,,,,
15,24.44,6,,,,,
15,24.64,7,,,,,
15,24.92,8,,,,,
15,24.33,9,,,,,
15,22.97,10,,,,,
15,23.3,11,,,,,
15,23.68,12,,,,,
15,25.08,13,,,,,
15,23.61,14,,,,,
15,22.95,15,,,,,
15,24.79,16,,,,,
15,25.08,17,,,,,
15,22.64,18,,,,,
15,24.81,19,,,,,
15,24.74,20,,,,,
15,23.98,21,,,,,
15,25.02,22,,,,,
15,24.47,23,,,,,
15,24.89,24,,,,,
15,25.33,25,,,,,
15,24.38,26,,,,,
15,24.95,27,,,,,
15,24.48,28,,,,,
15,24.89,29,,,,,
15,24.81,30,,,,,
15,24.77,31,,,,,
15,25.01,32,,,,,
15,24.53,33,,,,,
15,24.2,34,,,,,
15,24.64,35,,,,,
15,24.14,36,,,,,
15,24.48,37,,,,,
15,,38,3.54,0.09,,,
16,24.67,0,,,,,
16,24.8,1,,,,,
16,24.18,2,,,,,
16,24.76,3,,,,,
16,24.72,4,,,,,
16,25.15,5,,,,,
16,24.38,6,,,,,
16,22.08,7,,,,,
16,24.01,8,,,,,
16,24.1,9,,,,,
16,23.7,10,,,,,
16,22.06,11,,,,,
16,23.92,12,,,,,
16,24.5,13,,,,,
16,24.99,14,,,,,
16,24.17,15,,,,,
16,21.86,16,,,,,
16,25.2,17,,,,,
16,24.38,18,,,,,
16,24.64,19,,,,,
16,24.74,20,,,,,
16,24.56,21,,,,,
16,22.77,22,,,,,
16,25.02,23,,,,,
16,25.38,24,,,,,
16,24.33,25,,,,,
16,24.51,26,,,,,
16,24.81,27,,,,,
16,24.89,28,,,,,
16,24.96,29,,,,,
16,24.83,30,,,,,
16,23.29,31,,,,,
16,23.89,32,,,,,
16,24.65,33,,,,,
16,24.09,34,,,,,
16,24.77,35,,,,,
16,24.75,36,,,,,
16,24.23,37,,,,,
16,24.21,38,,,,,
16,24.5,39,,,,,
16,24.16,40,,,,,
16,25.38,41,,,,,
16,23.78,42,,,,,
16,,43,-0.79,0.08,,,
17,24.57,0,,,,,
17,23.75,1,,,,,
17,25.15,2,,,,,
17,24.1,3,,,,,
17,24.32,4,,,,,
17,24.88,5,,,,,
17,24.6,6,,,,,
17,22.06,7,,,,,
17,24.11,8,,,,,
17,24.49,9,,,,,
17,24.85,10,,,,,
17,24.53,11,,,,,
17,24.84,12,,,,,
17,25.03,13,,,,,
17,24.81,14,,,,,
17,24.81,15,,,,,
17,25.31,16,,,,,
17,24.84,17,,,,,
17,24.93,18,,,,,
17,24.58,19,,,,,
17,24.01,20,,,,,
17,24.75,21,,,,,
17,25.18,22,,,,,
17,24.51,23,,,,,
17,24.82,24,,,,,
17,25.21,25,,,,,
17,24.53,26,,,,,
17,25.1,27,,,,,
17,24.75,28,,,,,
17,23.21,29,,,,,
17,24.74,30,,,,,
17,24.44,31,,,,,
17,24.06,32,,,,,
17,24.48,33,,,,,
17,21.09,34,,,,,
17,24.96,35,,,,,
17,25.16,36,,,,,
17,24.06,37,,,,,
17,24.58,38,,,,,
17,,39,-5.48,-0.01,,,
18,24.55,0,,,,,
18,23.87,1,,,,,
18,24.51,2,,,,,
18,24.45,3,,,,,
18,23.98,4,,,,,
18,22.66,5,,,,,
18,23.74,6,,,,,
18,24.93,7,,,,,
18,24.88,8,,,,,
18,25.09,9,,,,,
18,24.11,10,,,,,
18,24.71,11,,,,,
18,21.89,12,,,,,
18,25.12,13,,,,,
18,25.13,14,,,,,
18,24.92,15,,,,,
18,24.39,16,,,,,
18,25.09,17,,,,,
18,25.12,18,,,,,
18,24.75,19,,,,,
18,20.06,20,,,,,
18,24.98,21,,,,,
18,23.76,22,,,,,
18,24.31,23,,,,,
18,23.43,24,,,,,
18,24.55,25,,,,,
18,24.88,26,,,,,
18,24.98,27,,,,,
18,25.05,28,,,,,
18,25.03,29,,,,,
18,25.29,30,,,,,
18,24.84,31,,,,,
18,24.68,32,,,,,
18,23.5,33,,,,,
18,22.19,34,,,,,
18,23.3,35,,,,,
18,24.82,36,,,,,
18,24.55,37,,,,,
18,24.53,38,,,,,
18,24.72,39,,,,,
18,24.58,40,,,,,
18,20.65,41,,,,,
18,24.52,42,,,,,
18,,43,-10.61,-0.04,,,
19,24.69,0,,,,,
19,24.4,1,,,,,
19,24.61,2,,,,,
19,24.94,3,,,,,
19,24.96,4,,,,,
19,24.63,5,,,,,
19,23.81,6,,,,,
19,24.3,7,,,,,
19,24.77,8,,,,,
19,25.11,9,,,,,
19,20.32,10,,,,,
19,24.79,11,,,,,
19,23.99,12,,,,,
19,24.86,13,,,,,
19,24.84,14,,,,,
19,24.87,15,,,,,
19,24.59,16,,,,,
19,24.73,17,,,,,
19,25.12,18,,,,,
19,24.57,19,,,,,
19,24.69,20,,,,,
19,22.89,21,,,,,
19,24.08,22,,,,,
19,25.2,23,,,,,
19,25.23,24,,,,,
19,22.75,25,,,,,
19,25.21,26,,,,,
19,24.77,27,,,,,
19,24.7,28,,,,,
19,24.64,29,,,,,
19,24.69,30,,,,,
19,23.28,31,,,,,
19,23.98,32,,,,,
19,23.5,33,,,,,
19,24.28,34,,,,,
19,24.54,35,,,,,
19,24.74,36,,,,,
19,,37,1.12,-0.08,,,
20,24.94,0,,,,,
20,24.47,1,,,,,
20,22.82,2,,,,,
20,25.28,3,,,,,
20,24.54,4,,,,,
20,22.71,5,,,,,
20,24.91,6,,,,,
20,24.7,7,,,,,
20,24.23,8,,,,,
20,25.05,9,,,,,
20,22.22,10,,,,,
20,24.11,11,,,,,
20,25.02,12,,,,,
20,24.4,13,,,,,
20,23.72,14,,,,,
20,24.56,15,,,,,
20,24.75,16,,,,,
20,24.82,17,,,,,
20,24.73,18,,,,,
20,24.6,19,,,,,
20,24.53,20,,,,,
20,24.61,21,,,,,
20,25.12,22,,,,,
20,24.58,23,,,,,
20,24.49,24,,,,,
20,22.6,25,,,,,
20,20.77,26,,,,,
20,24.85,27,,,,,
20,24.66,28,,,,,
20,23.39,29,,,,,
20,23.65,30,,,,,
20,24.51,31,,,,,
20,22.97,32,,,,,
20,24.76,33,,,,,
20,24.81,34,,,,,
20,24.78,35,,,,,
20,24.83,36,,,,,
20,,37,-1.8,0.07,,,
21,22.57,0,,,,,
21,24.68,1,,,,,
21,25.28,2,,,,,
21,24.71,3,,,,,
21,21.25,4,,,,,
21,23.15,5,,,,,
21,22.98,6,,,,,
21,24.69,7,,,,,
21,24.81,8,,,,,
21,24.42,9,,,,,
21,20.74,10,,,,,
21,23.32,11,,,,,
21,24.88,12,,,,,
21,25.12,13,,,,,
21,24.77,14,,,,,
21,24.7,15,,,,,
21,24.65,16,,,,,
21,24.74,17,,,,,
21,24.94,18,,,,,
21,24.39,19,,,,,
21,24.68,20,,,,,
21,23.61,21,,,,,
21,21.66,22,,,,,
21,25.09,23,,,,,
21,23.19,24,,,,,
21,23.9,25,,,,,
21,24.48,26,,,,,
21,25.2,27,,,,,
21,24.96,28,,,,,
21,25.08,29,,,,,
21,24.81,30,,,,,
21,24.11,31,,,,,
21,24.53,32,,,,,
21,23.42,33,,,,,
21,25.12,34,,,,,
21,24.74,35,,,,,
21,23.18,36,,,,,
21,24.61,37,,,,,
21,25.07,38,,,,,
21,25.15,39,,,,,
21,,40,3.27,0.11,,,
22,20.62,0,,,,,
22,25.03,1,,,,,
22,24.48,2,,,,,
22,24.84,3,,,,,
22,24.97,4,,,,,
22,23.28,5,,,,,
22,24.57,6,,,,,
22,24.51,7,,,,,
22,24.5,8,,,,,
22,24.73,9,,,,,
22,24.34,10,,,,,
22,24.41,11,,,,,
22,24.83,12,,,,,
22,24.87,13,,,,,
22,24.73,14,,,,,
22,24.05,15,,,,,
22,24.74,16,,,,,
22,23.4,17,,,,,
22,24.36,18,,,,,
22,24.2,19,,,,,
22,24.64,20,,,,,
22,23.57,21,,,,,
22,25.05,22,,,,,
22,23.8,23,,,,,
22,24.84,24,,,,,
22,24.4,25,,,,,
22,23.26,26,,,,,
22,25.12,27,,,,,
22,24.14,28,,,,,
22,24.95,29,,,,,
22,24.8,30,,,,,
22,23.45,31,,,,,
22,24.9,32,,,,,
22,24.51,33,,,,,
22,24.99,34,,,,,
22,24.52,35,,,,,
22,,36,-0.25,0.12,,,
23,24.66,0,,,,,
23,24.15,1,,,,,
23,24.65,2,,,,,
23,25,3,,,,,
23,25.03,4,,,,,
23,24.61,5,,,,,
23,24.17,6,,,,,
23,24.05,7,,,,,
23,21.3,8,,,,,
23,24.74,9,,,,,
23,24.82,10,,,,,
23,23.05,11,,,,,
23,24.93,12,,,,,
23,24.11,13,,,,,
23,24.64,14,,,,,
23,24.89,15,,,,,
23,24.6,16,,,,,
23,24.94,17,,,,,
23,24.51,18,,,,,
23,23.72,19,,,,,
23,24.88,20,,,,,
23,24.68,21,,,,,
23,23.03,22,,,,,
23,24.55,23,,,,,
23,24.61,24,,,,,
23,24.76,25,,,,,
23,24.49,26,,,,,
23,23.29,27,,,,,
23,22.99,28,,,,,
23,25.02,29,,,,,
23,24.67,30,,,,,
23,24.81,31,,,,,
23,23.17,32,,,,,
23,24.66,33,,,,,
23,23.82,34,,,,,
23,24.45,35,,,,,
23,23.52,36,,,,,
23,24.67,37,,,,,
23,22.34,38,,,,,
23,25.09,39,,,,,
23,24.51,40,,,,,
23,24.61,41,,,,,
23,,42,1.75,0.08,,,
24,24.31,0,,,,,
24,22.95,1,,,,,
24,24.92,2,,,,,
24,24.19,3,,,,,
24,25.08,4,,,,,
24,21.15,5,,,,,
24,24.39,6,,,,,
24,24.55,7,,,,,
24,24.83,8,,,,,
24,24.62,9,,,,,
24,23.4,10,,,,,
24,23.91,11,,,,,
24,25.26,12,,,,,
24,21.41,13,,,,,
24,24.64,14,,,,,
24,24.43,15,,,,,
24,25.01,16,,,,,
24,20.62,17,,,,,
24,25.06,18,,,,,
24,25.04,19,,,,,
24,24.64,20,,,,,
24,24.2,21,,,,,
24,24.79,22,,,,,
24,24.61,23,,,,,
24,24.14,24,,,,,
24,25.51,25,,,,,
24,24.47,26,,,,,
24,24.23,27,,,,,
24,18.41,28,,,,,
24,24.94,29,,,,,
24,24.81,30,,,,,
24,24.57,31,,,,,
24,24.74,32,,,,,
24,23.7,33,,,,,
24,24.83,34,,,,,
24,,35,-4.57,0.09,,,
25,24.89,0,,,,,
25,24.55,1,,,,,
25,23.89,2,,,,,
25,24.42,3,,,,,
25,23.79,4,,,,,
25,24.54,5,,,,,
25,24.72,6,,,,,
25,24.69,7,,,,,
25,24.31,8,,,,,
25,24.83,9,,,,,
25,25.24,10,,,,,
25,25.01,11,,,,,
25,24.8,12,,,,,
25,24.95,13,,,,,
25,23.68,14,,,,,
25,23.63,15,,,,,
25,24.76,16,,,,,
25,22.16,17,,,,,
25,24.89,18,,,,,
25,24.62,19,,,,,
25,23.2,20,,,,,
25,24.31,21,,,,,
25,23.61,22,,,,,
25,22.88,23,,,,,
25,24.75,24,,,,,
25,25.08,25,,,,,
25,24.75,26,,,,,
25,21.29,27,,,,,
25,24.51,28,,,,,
25,24.67,29,,,,,
25,24.64,30,,,,,
25,24.46,31,,,,,
25,24.83,32,,,,,
25,24.76,33,,,,,
25,25.01,34,,,,,
25,24.4,35,,,,,
25,23.89,36,,,,,
25,25.01,37,,,,,
25,20.23,38,,,,,
25,24.69,39,,,,,
25,,40,-16.96,0.03,,,
26,19.99,0,,,,,
26,24.59,1,,,,,
26,25.08,2,,,,,
26,24.65,3,,,,,
26,24.91,4,,,,,
26,24.69,5,,,,,
26,25.25,6,,,,,
26,21.93,7,,,,,
26,23.91,8,,,,,
26,23.11,9,,,,,
26,24.45,10,,,,,
26,20.93,11,,,,,
